sentence,label,class
hard person improve hate draining,neither,0
hard person improve hate raining,neither,0
hard person improve hate raining,neither,0
hard person improve hate draining,neither,0
hard person improve hate raining,neither,0
dominos cant play cant read dont know cant like donkey tell,neither,0
dominos cant play cant read dont know like donkey tell,neither,0
dominos boy cant play cant read dont know cant like donkey tell,neither,0
dominos cant play cant read dont know cant like donkey tell,neither,0
dominos boy cant play cant read dont know like donkey tell,neither,0
mind tryhotic normal lose lose like like damages make like wow give best offer lost right today give best offer ride longest hopefully dont today,neither,0
mind tryhotic normal lose lose like like damages make wow give best offer lost right today give best offer ride longest hopefully dont today,neither,0
mind tryhotic normal lose lose like like damages right today give best offer ride longest hopefully dont today,neither,0
mind tryhotic normal lose lose like like damages make like wow give best offer lost right today give best offer ride longest hope dont today,neither,0
mind tryhotic normal lose lose like like damages make wow give best offer lost right today give best offer ride longest hope dont today,neither,0
hello,neither,0
hello,neither,0
hello jungle,neither,0
hello,neither,0
god head 60,neither,0
oh god head 60,neither,0
god head 60 bowling,neither,0
god head 60 bowling,neither,0
oh god head 60 bowling,neither,0
get canon batteriesies,neither,0
get canon batteries,neither,0
get canon batter,neither,0
get canon batteriesiesies,neither,0
get cannon batteriesies,neither,0
guess give enquiry okay something like hate something please okay,neither,0
guess give enquiry answer okay something like hate something please okay,neither,0
guess give enquiry okay something like please okay,neither,0
guess give enquiry answer okay something like please okay,neither,0
guess give enquiry okay need chat something like hate something please okay,neither,0
okay game really reallys everything going hair actually dont cant,neither,0
okay game really reallys honestly everything going hair actually dont cant,neither,0
okay game really really sisters everything going hair actually dont cant,neither,0
okay game really really sisters honestly everything going hair actually dont cant,neither,0
okay game really really everything going hair actually dont cant,neither,0
yeah baby im back,neither,0
coming back yeah,neither,0
search back,neither,0
back,neither,0
searching back,neither,0
search back,neither,0
nice office nice clean nice nice get away,neither,0
nice office nice nice get away,neither,0
nice office nice clean nice round boys nice get away,neither,0
nice office nice clean nice around boys nice get away,neither,0
nice office nice round boys nice get away,neither,0
abhishek take back change mind amazing man,neither,0
abhishek think account take back change mind amazing man,neither,0
abhishek take back change mind amazing oh god,neither,0
abhishek think account take back change mind amazing oh god,neither,0
abhishek take back change minds amazing man,neither,0
trench okay items,neither,0
hows trench okay items,neither,0
trench okay items,neither,0
trench okay,neither,0
hows trench okay items,neither,0
okay problem,neither,0
problem,neither,0
briefing man okay problem,neither,0
,neither,0
,neither,0
,neither,0
coming,neither,0
papa 1 brousers,neither,0
power one brousers,neither,0
papa one brousers,neither,0
papa 101 brousers,neither,0
know current outside thats ok fine,neither,0
know current outside thats ok fine need,neither,0
know current outside thats ok fine,neither,0
want sab band causes walking red grapes still graves like kindly come feel complaint pokemon six pokemon right like first pokemon dies sending second pokemon,neither,0
oh yeah baby,neither,0
oh yeah baby,neither,0
bapu sees team boys,neither,0
bapu sees team boys watch,neither,0
bapu sees team boys way,neither,0
bapu sees team boys watch way,neither,0
season boys,neither,0
okay thats cool think,neither,0
okay let go think,neither,0
okay think,neither,0
ok let go think,neither,0
okay fine fine,neither,0
okay fine fine whats,neither,0
okay fine fine,neither,0
okay fine fine whats,neither,0
ok fine fine,neither,0
features uses,neither,0
features,neither,0
features us,neither,0
features ryback,neither,0
features uses imran,neither,0
okay get 500 boney support ok nevermind boys never mind,neither,0
okay get 500 boney support okay nevermind boys never mind,neither,0
okay get 500 boney support ok never mind blowing,neither,0
okay get 500 boney support okay never mind blowing,neither,0
okay 500 support ok nevermind boys never mind,neither,0
shred worlds smitha seen know solving solving dragon like okay,neither,0
shred worlds smitha seen solving solving dragon like okay,neither,0
shred worlds smitha know solving solving dragon like okay,neither,0
shred worlds smell seen know solving solving dragon like okay,neither,0
shred worlds smitha solving solving dragon like okay,neither,0
hell boys,neither,0
boys,neither,0
hell,neither,0
think midline role expect set every game see midline like would like one great think course,neither,0
think midline role expect set every game see midline like would like one great think course,neither,0
think midline role expect set every game see midline like would like one great think,neither,0
think midline role expect set every game see midline like would like one great think,neither,0
think midline role expect set every game see midline like would like one great think course,neither,0
kannada open one day think yesterday really dont like useless,neither,0
kannada open one day think yesterday really dont like useless,neither,0
kannada open one day think yesterday really dont like useless,neither,0
kannada open one day think yesterday really dont like useless,neither,0
kannada open one day think yesterday useless,neither,0
knows bad thats good tired jungle diana jungle opinion morning,neither,0
knows bad thats good tired jungle diana jungle opinion morning actually,neither,0
knows bad thats good tired jungle diana jungle opinion,neither,0
knows bad thats good tired jungle diana jungle opinion,neither,0
knows bad thats good tired jaunga diana jungle opinion morning,neither,0
bright right right,neither,0
right right,neither,0
bright right right,neither,0
bright ride right,neither,0
bright right,neither,0
want super easy first trials next game,neither,0
want super easy first trials next game,neither,0
want super easy first trial oats next game,neither,0
want super easy first trials guess next game,neither,0
want super easy first trial oats next game,neither,0
sweeper wow beard think,neither,0
sweeper oh wow beard think,neither,0
sweeper wow beard bowling think,neither,0
sweeper oh wow beard bowling think,neither,0
sweeper wow beard think think,neither,0
ask dont say say want take challenge,neither,0
ask dont say say want take,neither,0
ask dont say say want take challenge,neither,0
ask dont say say want take challenge,neither,0
ask dont say say want take,neither,0
hot get dubs complete opposite cinderellas game see see boss man see,neither,0
hot get dubs company see see boss man see,neither,0
hot get dubs complete opposite cinderellas game see see boss man see,neither,0
hot get dubs company see see boss man see,neither,0
hot get dubs complete opposite cinderella game see see boss man see,neither,0
heroine stars building ball,neither,0
heroine stars building think ball,neither,0
heroine star heroine ball,neither,0
heroine star heroine think ball,neither,0
heroine star heroine priyal like everybody ball,neither,0
need need need coming coming,neither,0
need need need,neither,0
need need need coming coming coming,neither,0
need need need coming im coming im coming,neither,0
need need need coming,neither,0
drop,neither,0
job,neither,0
drop help,neither,0
drop hell,neither,0
drop hell,neither,0
know processing time back,neither,0
purchasing time back,neither,0
going working time back,neither,0
time back,neither,0
know processing,neither,0
give money dont see cancel website,neither,0
give morning dont see cancel website,neither,0
give monday dont see cancel website,neither,0
give mona dont see cancel website,neither,0
give dont see cancel website,neither,0
mean problem,neither,0
sonia mann performance,neither,0
n performance,neither,0
sonia man performance,neither,0
sonia mann,neither,0
mann performance,neither,0
maybe always,neither,0
blue maybe always,neither,0
seconds maybe always,neither,0
cheese also,neither,0
thats thing play like cheese also,neither,0
play like cheese also,neither,0
thats thing play like cheese also,neither,0
cheese also waiting come back anyway,neither,0
walking together,neither,0
walking together,neither,0
walking together dont matter,neither,0
walking together,neither,0
walking together,neither,0
dj cup mistakes shadow raman 156 okay bad bad speak first time,neither,0
dj cup mistakes shadow raman 156 speak first time,neither,0
dj cup mistakes shadow raman 156 okay bad bad speak first time,neither,0
dj cup mistakes shadow raman 156 okay bad bad first time,neither,0
dj cup mistakes shadow raman 156 speak first time,neither,0
give markermented food,neither,0
mented food,neither,0
youmented food,neither,0
give marketmented food,neither,0
give markermented fruit,neither,0
dinner stream go sleep bad dont like anyone also like know thing given lovely good always gorgeous patchup 21212,neither,0
dinner stream go sleep bad dont like anyone also like know thing given lovely patchup 21212,neither,0
dinner stream go sleep bad dont know like dont also like know thing given lovely good always gorgeous patchup 21212,neither,0
dinner stream go sleep bad dont know like dont also like know thing given lovely patchup 21212,neither,0
dinner stream go sleep bad dont like one like know thing given lovely good always gorgeous patchup 21212,neither,0
dont like also today,neither,0
dont like also,neither,0
dont like,neither,0
dont like dont need today,neither,0
dont like like lose weight lose weight dont need today,neither,0
game like know,neither,0
like know,neither,0
game like,neither,0
game like knows,neither,0
game like know minimum,neither,0
baby baby baby much like first time,neither,0
baby baby baby much like rain first time,neither,0
baby baby baby baby much like first time,neither,0
baby baby baby much like first time,neither,0
baby baby baby much like first time,neither,0
respecting cause ex get guy guys 89 games,neither,0
respecting get guy guys 89 games,neither,0
respecting cause ex get guy guys 89 games also,neither,0
respecting get guy guys 89 games also,neither,0
working today maybe got 400 respecting cause ex get guy guys 89 games,neither,0
already nicely came really game mid games slow isnt worth jungle ok jackal significant leader update,neither,0
already nicely came really game mid games slow isnt worth jungle ok jackal significant leader update,neither,0
already nicely came really game mid games slow isnt worth jungle ok jackal significant leader update,neither,0
already nicely came really game mid games slow isnt worth jungle ok jackal significant leader update thank update,neither,0
already nicely came really game mid games slow isnt worth jungle ok jackal significant leader update,neither,0
never never play never built item 18 10% 9 seconds ok thats passive shield even always think think,neither,0
never never play never built item 18 10% 9 seconds ok thats passive shield even always think think,neither,0
never never play never built item 18 10% 9 seconds ok thats passive shield even always think think,neither,0
never never play never built item 18 10% 9 seconds ok thats passive shield even always think think,neither,0
never never play never build item 18 10% 9 seconds ok thats passive shield even always think think,neither,0
im still like people lot like whats theft guys know friends school,neither,0
im still like people lot like whats guys know friends school,neither,0
im still like people lot like whats theft guys know friends school,neither,0
im still like people lot like whats guys know friends school,neither,0
im still like people lot like theft guys know friends school,neither,0
okay think family,neither,0
forbes really oh yeah right okay think family,neither,0
really oh yeah right okay think family,neither,0
forbes really oh yeah right okay think family,neither,0
forbes really okay think family,neither,0
opening pick something thats good ask didnt say would idea think think probably going lotion made twitch made smart,neither,0
opening pick something thats good ask didnt say would idea think think probably going illusion made twitch made smart,neither,0
opening pick something thats good ask didnt say would idea think think probably going lotion made twitch made smart,neither,0
opening pick something thats good ask didnt say would ideal think think probably going lotion made twitch made smart,neither,0
opening pick something thats good ask didnt say would idea think think probably going illusion made twitch made smart,neither,0
swami guess men champion one main champions cos x engagement,neither,0
swami guess men champion one main champions cos x,neither,0
guess men champion one main champions cos x engagement,neither,0
swami guess men champion one main champions lease rangara engagement,neither,0
swami guess men champion one main champions cos xy means,neither,0
7x 1 references 71 germany versus world cup really case dont know showed,neither,0
7x 1 references 71 germany versus world cup really case dont know comment something,neither,0
7x 1 references 71 germany versus world cup really case showed,neither,0
7 x 1 references 71 germany versus world cup really case dont know showed,neither,0
7x 1 references 71 germany versus world cup really case comment something,neither,0
service,neither,0
service remote,neither,0
service like see see cancel,neither,0
service like see see cancel remote,neither,0
service cannot,neither,0
receive emi passes together hate lied man cant like,neither,0
receive emi passes together hate lied man cant like,neither,0
receive emi passes together man cant like,neither,0
receive emi passes together man cant like,neither,0
receive email passes together hate lied man cant like,neither,0
calendar oh god like hardest one spots,neither,0
calendar oh god one spots,neither,0
calendar oh god like hardest one spots,neither,0
calendar oh god like hardest one spots,neither,0
calendar oh god one spots,neither,0
topsight please grey icons first gram first crab bed try,neither,0
topsight please grey icons first gram first crab bed try,neither,0
top side crab grey icons first gram first crab bed try,neither,0
top side crab grey icons first gram first crab bed try,neither,0
top side crabs grey icons first gram first crab bed try,neither,0
nice nice cute,neither,0
nice nice huge,neither,0
nice cute,neither,0
nice nice hu,neither,0
thats short time,neither,0
thats,neither,0
thats short term,neither,0
thats,neither,0
okay okay know ask like bill sir ots,neither,0
okay okay know ask like bill ots,neither,0
okay okay know asked like bill sir ots,neither,0
okay okay know ask like bill ots,neither,0
okay okay know ask like bill sir ots,neither,0
close man close,neither,0
close,neither,0
close man close,neither,0
close man close go,neither,0
close,neither,0
action movie,neither,0
action socks,neither,0
action movie socks,neither,0
everyone said happen,neither,0
playing necessary,neither,0
dont know playing necessary,neither,0
playing necessary okay,neither,0
dont know something playing necessary,neither,0
nice nice nice song,neither,0
nice nice nice really strong,neither,0
nice nice nice,neither,0
nice nice nice song idiot,neither,0
nice nice nice really strong idiot,neither,0
want nice think want burst back tomorrow,neither,0
want nice think want burst back,neither,0
want nice super dancer think want burst back tomorrow,neither,0
want nice super dancer think want burst back,neither,0
want nice think want burst back tomorrow,neither,0
thank nas last fight nothing thank want died damage good still,neither,0
thankinness last fight nothing thank want died damage good still,neither,0
thank nas last fight nothing thank want died damage good still bro,neither,0
thank nas last fight nothing thank want died damage good still made,neither,0
thankinness last fight nothing thank want died damage good still bro,neither,0
jungle week thing guys guys really guys sorry,neither,0
jungle week thing guys guys really guys,neither,0
jungle week thing guys really guys sorry,neither,0
jungle week thing guys really guys,neither,0
jungle week thing guys guys really guys sorry make,neither,0
probably worst possible team come besides amino cant stay side problem,neither,0
probably worst possible team completing think besides amino cant stay side problem,neither,0
probably worst possible team come besides amino cant stay side problem,neither,0
probably worst possible team completing think besides amino cant stay side problem,neither,0
probably worst possible team come besides amino cant stay guys side problem,neither,0
funny,neither,0
funny website,neither,0
really sucks second crab whatever need youre watch online everything,neither,0
really sucks second crab whatever need youre watch online everything,neither,0
really sucks second crab whatever youre watch online everything,neither,0
really sucks second crab whatever youre watch online everything,neither,0
really sucks second crab whatever need youre watch online also miss everything,neither,0
obvious,neither,0
obvious,neither,0
sure sir dont get love obvious,neither,0
los 50 obvious,neither,0
second track coming rock dying anything,neither,0
second track coming rockers dying anything,neither,0
second track coming rockers dying anything,neither,0
second track coming rockage dying anything,neither,0
second track coming rock dying anything,neither,0
held 30 seconds thank much time,neither,0
okay held 30 seconds thank much time,neither,0
held 30 seconds thank much time,neither,0
okay held 30 seconds thank much time,neither,0
abcd sad thinking okay help see sad kill grades person herons bad sides,neither,0
abcd sad thinking okay help see z kill grades person herons bad sides,neither,0
abcd sad thinking okay help see sad kill grades person herons bad sides,neither,0
abcd sad thinking okay help see sad kill grades person herons bad sides,neither,0
abcd sad thinking okay help see z kill grades person herons bad sides,neither,0
feeling like juice came exploited also single game today dont think genuine,neither,0
crab feeling like juice came exploited also single game today dont think genuine,neither,0
feeling like juice came exploited also single game today dont think genuine comes,neither,0
crab feeling like juice came exploited also single game today dont think genuine,neither,0
feeling like juice came exploited single game today dont think genuine,neither,0
thats fine map,neither,0
restaurant map,neither,0
many shoes thats fine,neither,0
chemist much,neither,0
chemist running,neither,0
okay guys much,neither,0
okay guys,neither,0
okay strong im feeling,neither,0
okay strong im feeling com,neither,0
okay punish wrong feeling,neither,0
okay strong im feeling great,neither,0
amit challengerss mean possible business told pretty funny,neither,0
amit challengerss mean possible business pretty funny,neither,0
amit challenge results mean possible business told pretty funny,neither,0
amit challenge results mean possible business pretty funny,neither,0
amit challenger 5s mean possible business told pretty funny,neither,0
causes like dont want get given think play games,neither,0
causes like dont want get given play games,neither,0
causes like want get given think play games,neither,0
causes like want get given play games,neither,0
causes like dont want get given think im play games,neither,0
may hyderabad say im better version another player,neither,0
may hyderabad better say im better version another player,neither,0
may hyderabad say better version another player,neither,0
may hyderabad another player,neither,0
may hyderabad,neither,0
first game experience cc want lose drink dont say five alrights rock couple games,neither,0
first game experience cc want lose drink dont say five get freaky alrights rock couple games,neither,0
first game experience cc want lose take 5 drink dont say five alrights rock couple games,neither,0
first game experience cc want lose drink dont say five get free alrights rock couple games,neither,0
first game experience cce want lose drink dont say five alrights rock couple games,neither,0
oh see call listen like private receiver paining pretty good match,neither,0
oh see call listen like private tooo receiver paining pretty good match,neither,0
oh see call listen like private receiver paining pretty good job match,neither,0
oh see call listen like private tooo receiver paining pretty good job match,neither,0
oh see call listen like private paining pretty good match,neither,0
take take take anything play bad,neither,0
take take take anything bad,neither,0
take take anything play bad,neither,0
take take take anything play need bad,neither,0
take take anything bad,neither,0
element choose guysis website,neither,0
element choose guysis,neither,0
element choose guys like website,neither,0
element guysis website,neither,0
element choose guys like website,neither,0
okay okay okay,neither,0
mess saying many,neither,0
mess saying man,neither,0
messing many,neither,0
must rejectly fast 25 movies,neither,0
must rejectly fast 25 movies details faster,neither,0
must rejectly fast 25 movies details fasted,neither,0
comes life,neither,0
life,neither,0
comes life,neither,0
comes,neither,0
life,neither,0
thats,neither,0
hello thats,neither,0
thats extreme,neither,0
like,neither,0
help,neither,0
help,neither,0
bad,neither,0
bad dont like,neither,0
bad dont like,neither,0
bad dont start,neither,0
wow depression,neither,0
wow pressure,neither,0
tomorrow items wow,neither,0
arey wow,neither,0
true,neither,0
true,neither,0
,neither,0
,neither,0
costing true,neither,0
saw rings,neither,0
saw ring,neither,0
saw ring dont minds,neither,0
alif laila required,neither,0
alif laila required,neither,0
required,neither,0
alif laila require,neither,0
alright lucky boys personal games locks 55 45,neither,0
alright lucky boys personal study games locks 55 45,neither,0
alright lucky boys personal games 55 45,neither,0
alright lucky boys personal chat games locks 55 45,neither,0
alright lucky boys personal study games 55 45,neither,0
one trick honestly things considered didnt bad didnt mean 16 km 20.6 dam saying thing matters didnt bad things considered think works anywherely man child,neither,0
one trick honestly things considered didnt bad dont mean 16 km 20.6 dam saying thing matters didnt bad things considered think works anywherely man child,neither,0
one trick honestly things considered didnt bad didnt mean 16 km 20.6 dam saying thing matters didnt bad things considered think weak works anywherely man child,neither,0
one trick honestly things considered didnt bad dont mean 16 km 20.6 dam saying thing matters didnt bad things considered think weak works anywherely man child,neither,0
one trick honestly things considered didnt use bad didnt mean 16 km 20.6 dam saying thing matters didnt bad things considered think works anywherely man child,neither,0
casted,neither,0
losted casted,neither,0
lost casted,neither,0
lost casted,neither,0
didnt okay okay okay everything,neither,0
didnt okay okay everything,neither,0
didnt okay okay okay 5 minutes,neither,0
didnt okay okay okay everything,neither,0
didnt okay okay 5 minutes,neither,0
okay yes basically,neither,0
ok yes basically,neither,0
yes basically,neither,0
okay yes afterwards basically,neither,0
ok yes afterwards basically,neither,0
guys guys sorry,neither,0
guys sorry,neither,0
guys guys sorry pics,neither,0
guys sorry pics,neither,0
guys guys sorry,neither,0
thought word word,neither,0
thought word word access,neither,0
thought word word access,neither,0
thought word word mean,neither,0
thought word word access,neither,0
oh god image possible,neither,0
oh god image possible games,neither,0
oh god image,neither,0
oh god 40 minutes possible,neither,0
oh god oh god image possible,neither,0
prapt mein coming,neither,0
prapt ramesh coming,neither,0
prapt mein,neither,0
online whatsapp,neither,0
fast sir,neither,0
online online whatsapp,neither,0
online whatsapp ask,neither,0
online whatsapp actually,neither,0
password,neither,0
password,neither,0
password,neither,0
password,neither,0
password,neither,0
recording god,neither,0
please recording,neither,0
please recording god,neither,0
whats oh smile,neither,0
oh smile,neither,0
whats oh smart,neither,0
whats oh smart phone,neither,0
talk okay,neither,0
talk,neither,0
life okay,neither,0
left kid rice,neither,0
rice,neither,0
left kid rice,neither,0
left kid rice,neither,0
yes,neither,0
lucky,neither,0
lucky bro,neither,0
lucky,neither,0
,neither,0
said honestly games,neither,0
said honestly first place games,neither,0
honestly games,neither,0
honestly first place games,neither,0
said honestly,neither,0
boom boom boom boom boom boom game actually thank promise,neither,0
boom boom boom boom boom boom arrive game actually thank promise,neither,0
boom boom boom boom boom boom arrive game actually promise,neither,0
boom boom boom boom boom boom game actually monster thank thank promise,neither,0
boom boom boom boom boom boom arrive game actually monster thank thank promise,neither,0
watches broadcasting type negative,neither,0
watches broadcasting type negative game,neither,0
watches broadcasting type negative include,neither,0
watches broadcasting type negative guys want play game,neither,0
watches broadcasting type negative guys want play game list,neither,0
really didnt like nice really bad gameplay like dont want hear,neither,0
really didnt like nice really bad gameplay dont want hear,neither,0
really didnt like nice really bad gameplay like want hear,neither,0
really didnt like nice really bad gameplay want hear,neither,0
really didnt like nice really bad gameplay like dont want anything,neither,0
garden matter things good actually talk like day got really cool,neither,0
garden matter things good actually talk like day got really cool,neither,0
garden matter things good actually talk like name got really cool,neither,0
marathi started understand,neither,0
marathi understand,neither,0
marathi started understand please,neither,0
marathi started please,neither,0
marathi started interview understand,neither,0
cash wash game,neither,0
cash wash,neither,0
cash wash game,neither,0
cash wash de game,neither,0
cashback game,neither,0
take amazing,neither,0
take,neither,0
take amazing,neither,0
take amazing,neither,0
take,neither,0
stop stop like,neither,0
stop like,neither,0
stop stop,neither,0
stop,neither,0
could start coming stop like,neither,0
guess reason idea think degree idea honestly watching,neither,0
guess reason idea think degree idea watching,neither,0
guess reason idea think degree idea honestly,neither,0
guess reason idea think degree honestly watching,neither,0
guess reason idea think degree watching,neither,0
im sad think,neither,0
im sad think think,neither,0
fancy seed im sad think,neither,0
fancy seed sad think,neither,0
fancy seed im sad think think,neither,0
lagda scale,neither,0
lag jaaye scale,neither,0
lag jaaye,neither,0
rights world record best player,neither,0
rights world record,neither,0
rites best player,neither,0
rights world records coaching best player,neither,0
good using right best player bro,neither,0
could saying right best player bro,neither,0
good using right best player bro,neither,0
could saying right best player bro,neither,0
good using right best player bro,neither,0
need need whatsapp need see bluts everybody posignite available right happened,neither,0
need need whatsapp need see bluts everybody posignite available right happened,neither,0
need need whatsapp need see bluts everybody posignite available right,neither,0
need need whatsapp need see bluts everybody posignite available right,neither,0
need need whatsapp need see bluts everybody posignite available right happened,neither,0
guess basically keluber madonnating source daman,neither,0
guess basically keluber madonnating source damage,neither,0
guess basically keluber madonnating source daman says,neither,0
guess basically keluber madonnating source damage says,neither,0
guess basically keluber madonnas meeting source daman,neither,0
game name,neither,0
name,neither,0
game game name,neither,0
game name,neither,0
get idea extra also spend game please waiting,neither,0
get idea extra also spend game please waiting,neither,0
get idea extra also spend game please waiting,neither,0
top get idea extra also spend game please waiting,neither,0
top get idea extra also spend game please waiting,neither,0
even kill little terrorism okay entire game becomes jungle team dont know also put like think im exaggerated watch would happen,neither,0
even kill little terrorism okay entire game becomes junglee team dont know also put like think im exaggerated watch would happen,neither,0
even kill little terrorism okay entire game becomes jungle team dont know also put like think im exaggerated watch would happen game,neither,0
even kill little terrorism okay entire game becomes jungle team dont also put like think im exaggerated watch would happen,neither,0
even kill little terrorism okay entire game becomes junglee team dont know also put like think im exaggerated watch would happen game,neither,0
weird please okay okay range cc dont type like,neither,0
weird please okay range cc dont type like,neither,0
weird please okay okay range cc dont type like,neither,0
weird please okay range cc dont type like,neither,0
weird please okay okay range cc dont type tell like,neither,0
,neither,0
okay,neither,0
guess,neither,0
hate care hate nothing words right cat yes,neither,0
hate care hate nothing words right actually cat yes,neither,0
hate care hate nothing words right choose actually cat yes,neither,0
hate hate nothing words right cat yes,neither,0
hate care hate nothing words right know choose actually cat yes,neither,0
omelette,neither,0
way,neither,0
,neither,0
watch watching screen,neither,0
watch watching,neither,0
watch watching access screen,neither,0
watch watching screen access screen,neither,0
watch watching access screen,neither,0
way never never noise,neither,0
way never never dont know,neither,0
way noise,neither,0
way dont know,neither,0
way never never never noise,neither,0
oh nice bro,neither,0
oh nice hear bro,neither,0
oh nice bro sorry,neither,0
oh god im sad even expected watching see boobs,neither,0
oh god im sad even expected watching see boobs,neither,0
oh god im sad even expected watching see boobs,neither,0
okay oh god im sad even expected watching see boobs,neither,0
oh god im sad even expected watching see boobs,neither,0
oh god oh god,neither,0
oh go oh god,neither,0
oh go,neither,0
oh oh god,neither,0
one came better,neither,0
one came better,neither,0
one came,neither,0
one came better,neither,0
one came better strong,neither,0
ok good position one dragon soul 3 item 5 incredible wrong think yes,neither,0
ok good position one dragon soul 3 item 5 incredition think yes,neither,0
ok good position one dragon soul 3 idiom 5 incredible wrong think yes,neither,0
ok good position one dragon soul 3 item 5 think yes,neither,0
ok good position one dragon soul 3 item 5 incredible wrong think yes,neither,0
good job near losing reminds thats saying,neither,0
good job near losing reminds thats saying,neither,0
good job near losing reminds saying,neither,0
good job near losing reminds thats saying try,neither,0
good job near losing reminds saying,neither,0
time share size want see later know actually,neither,0
wait time share size want see later know actually,neither,0
time size want see later know actually,neither,0
wait time size want see later know actually,neither,0
hours left get grandmaster something want call,neither,0
left get grandmaster something want call,neither,0
exciting hours left get grandmaster something want call,neither,0
hours left get grandmaster something want call guy,neither,0
hours left get grandmaster something want call sky like right,neither,0
know worth,neither,0
know worried,neither,0
know worth give,neither,0
know worth give,neither,0
know worried give,neither,0
sheep spanking coming okay back normal game play guys fine raining,neither,0
sheep spanking coming okay back normal game play guess fine raining,neither,0
sheep spanking coming okay back normal game play guys fine,neither,0
sheep spanking coming okay back normal game play guys fine raining,neither,0
sheep spanking coming okay back normal game play guess fine,neither,0
dont think make 66 bros,neither,0
hello hello welcome stream today going go japan take care,neither,0
hello hello hi welcome stream today going go japan take care,neither,0
love hello welcome stream today going go japan take care,neither,0
hello hello hey welcome stream today going go japan take care,neither,0
hello hello welcome stream today going go japan take care see,neither,0
,neither,0
single time,neither,0
even dont know,neither,0
secret monkey game,neither,0
super secret superstar,neither,0
monkey everyone,neither,0
avenger monkey everyone,neither,0
monkey everyone,neither,0
monkey everyone,neither,0
monkey everyone,neither,0
kya chachi,neither,0
like cat,neither,0
like catching,neither,0
unlock,neither,0
unlock,neither,0
nadisha nasha looking miss fortune theory,neither,0
nadisha nasha looking miss fortune theory monkey,neither,0
nadisha nasha looking miss fortune theory kaliya carried,neither,0
nadisha nasha looking miss fortune theory kaliya carried monkey,neither,0
odisha nasha looking miss fortune theory,neither,0
dont know actually like binary air drop need orbit united,neither,0
dont know actually like binary air drop need orbit united,neither,0
dont know actually like binary air drop need orbit united,neither,0
dont know actually like binary air drop need orbit united,neither,0
dont know actually like binary air drop need united,neither,0
monkey one star party one star zobi one star,neither,0
monkey one star one star zobi one star,neither,0
monkey one star party one star zobi one star,neither,0
monkey one star party one star zobi one star,neither,0
monkey one star one star zobi one star,neither,0
exercise stable little page,neither,0
exercise stable little page also,neither,0
exercise stable little page much bro,neither,0
exercise stable little page much bro also,neither,0
exercise stable little page bro,neither,0
anil,neither,0
,neither,0
okay mean damn anil,neither,0
park going push level thats call,neither,0
park going push level,neither,0
super set super,neither,0
super punch,neither,0
super set supervising everything,neither,0
vising everything,neither,0
finished hello hello,neither,0
far finished hello hello,neither,0
hi everyone position something,neither,0
big size hi everyone position something,neither,0
big cells hi everyone position something,neither,0
everyone position something,neither,0
hi every watch protect position something,neither,0
think easy searching,neither,0
think easy searching second,neither,0
think easy search,neither,0
think easy search second,neither,0
think easy search,neither,0
thats thats dont respect forcing jack pony pony game,neither,0
thats thats dont respect forcing jack pony pony game,neither,0
thats thats dont respect message forcing jack pony pony game,neither,0
thats thats dont respect forcing jack pony pony game browsers,neither,0
thats thats dont respect forcing jack pony pony game brousers,neither,0
face long brothers along strong,neither,0
face long brothers along strong nothing,neither,0
face long brothers along strong thats,neither,0
face long brothers along strong,neither,0
face long brother along strong,neither,0
asking 100 seconds violet gods favourite child wrong,neither,0
asking 100 seconds violet gods favourite child,neither,0
asking 100 seconds violet gods favourite child wrong,neither,0
asking 100 seconds violet gods favourite child,neither,0
asking 100 seconds violet god favourite child wrong,neither,0
okay go fast,neither,0
okay go fast guys brother,neither,0
okay go fast tools,neither,0
okay go fast tools guys brother,neither,0
okay go fast toolistic,neither,0
father last last last actually related also getting triple contested,neither,0
father last last last actually related also getting triple contested everything,neither,0
father last last last actually also getting triple contested,neither,0
father last last last actually also getting triple contested everything,neither,0
jaan okay problem loss last last actually related also getting triple contested,neither,0
happy afternoon want chat,neither,0
happy afternoon,neither,0
oh happy afternoon want chat,neither,0
happy financial relationship afternoon want chat,neither,0
oh happy afternoon,neither,0
team,neither,0
saturday dont single cylinder team,neither,0
saturday dont single cylinder,neither,0
dont single cylinder team,neither,0
bravo player well get broad played dc two get place like hydra sold really must blind see sword mean,neither,0
bravo player well get broad played dc two get place like hydra sold really must behind see sword mean,neither,0
bravo player well get broad played dc two get place like hydra sold really must blind see sold mean,neither,0
bravo player well get broad played dc two get place like hydra sold really must behind see sold mean,neither,0
bravo player well get broad played dc two get place like hydra sword really must blind see sword mean,neither,0
one single listen help,neither,0
one single listen help,neither,0
one single listen help,neither,0
one single listen help,neither,0
one single listen help,neither,0
,neither,0
okay,neither,0
yeah,neither,0
,neither,0
yeah okay,neither,0
jackie chan brother make iron expert means,neither,0
jackie chan brother make iron expert getting mr jatt,neither,0
jackie chan brother said going make yonex spark means,neither,0
jackie chan brother make iron expert getting mr jatt,neither,0
jackie chan brother said going make iron expert means,neither,0
whats new chat hell love one everything,neither,0
whats new chat dont know love one everything,neither,0
chat hell love one everything,neither,0
whats new chat hell everything,neither,0
chat dont know love one everything,neither,0
company second red buff second godrej guys think marks want really,neither,0
company second red buff second godrej guys think want really,neither,0
company second red buff second godrej guys think want really,neither,0
company second red buff second godrej guys think marks man want really,neither,0
company second red buff second godrej guys think marks want really,neither,0
