sentence,label,class
they have procedure yeah i know they have it here,neither,0
america okay nice,neither,0
america nice,neither,0
okay nice,neither,0
ok nice,neither,0
oppo a boy,neither,0
o boy,neither,0
oppo a boy lets go,neither,0
oppo notun green,neither,0
finished printed,neither,0
i finished printed,neither,0
i finished,neither,0
do you great job in the things,neither,0
this voice do you great job in the things,neither,0
do you great job,neither,0
this voice do you great job,neither,0
do you great job in the things i didnt see him,neither,0
do we have a car,neither,0
do we have,neither,0
i am getting cute,neither,0
im getting cute,neither,0
i am getting cute compound here,neither,0
rinku devi i am,neither,0
rinku devi kya,neither,0
my country amit,neither,0
there is not amit,neither,0
does amit,neither,0
tumko tumko,neither,0
come come,neither,0
come in,neither,0
roof before,neither,0
roof before akhil,neither,0
bigger roof before,neither,0
krishi jataka colony,neither,0
krishi jata hun baki hai jameen,neither,0
krishi jata,neither,0
krishi jata hun baki hai,neither,0
coming coming,neither,0
coming coming you not me,neither,0
you not me,neither,0
kaisi ho bye,neither,0
kaisi ho byes,neither,0
tum tum voice,neither,0
tum tum,neither,0
tum class,neither,0
tum tum class boys,neither,0
i have won the day okay,neither,0
i have on the day,neither,0
i want the day okay,neither,0
ek bar aata do,neither,0
ek bar aata do next to me,neither,0
ek bar aata do next,neither,0
per aata do,neither,0
army army,neither,0
ami ami,neither,0
hakim now,neither,0
hatim now,neither,0
hatim hakim now,neither,0
hakim hakim now,neither,0
apna turn,neither,0
i am turn,neither,0
one more game,neither,0
everyone says one more game,neither,0
everyone more game,neither,0
find out right now,neither,0
find out right,neither,0
call me find out right now,neither,0
find out right now hold on,neither,0
dont mind,neither,0
dump bike,neither,0
dont my,neither,0
buddies who is offline game,neither,0
buddies buddies,neither,0
we have stream enjoys buddies who is offline game,neither,0
who is offline game,neither,0
tv the same,neither,0
tv george,neither,0
the same,neither,0
as the gaming hello,neither,0
inside as the gaming hello,neither,0
insted as the gaming hello,neither,0
wife and said as the gaming hello,neither,0
kya ho,neither,0
kya ho sake,neither,0
family love hello,neither,0
family hello,neither,0
family love hello hello,neither,0
love hello,neither,0
family hello hello,neither,0
to the hate myself chat thats why i want to see myself in the lobby,neither,0
thats why i want to see myself in the lobby,neither,0
to the hate myself chat thats why in the lobby,neither,0
agar favourite song,neither,0
agar favourite saman,neither,0
agar favourite song right,neither,0
man baap these messages,neither,0
man baap,neither,0
whatsapp whatsapp,neither,0
and i have some,neither,0
i am using paro and i have some,neither,0
i am using paral and i have some,neither,0
bro i am using paro and i have some,neither,0
bro i am using paral and i have some,neither,0
women quotes,neither,0
women quotes a bandana,neither,0
sports now women quotes a bandana,neither,0
on my market,neither,0
my market,neither,0
kahan hai,neither,0
what are you doing do you want to lose your camera,neither,0
are you doing do you want to lose your camera,neither,0
what you doing do you want to lose your camera,neither,0
what are you doing do you want to lose your camera come back,neither,0
vishay shiva,neither,0
man you didnt have to do anything,neither,0
man you need to do anything,neither,0
man you didnt have to do anything else,neither,0
man you didnt have to do anything because,neither,0
because i just sites,neither,0
isase savan just wow dude,neither,0
isase savan just wow,neither,0
just so annoying in the great man its all just wow dude,neither,0
isase so annoying in the great man its all just wow dude,neither,0
unback baby just been driving,neither,0
unback baby just been driving youtube,neither,0
where is sitting back,neither,0
just back,neither,0
where she is sitting back,neither,0
where is sitting just back,neither,0
hello send done,neither,0
hello send on,neither,0
play this chair,neither,0
basins back cover play this chair,neither,0
play this chat,neither,0
back cover play this chair,neither,0
morning baby oh my god,neither,0
morning baby morning oh my god,neither,0
morning baby,neither,0
morning baby morning,neither,0
baby oh my god,neither,0
whats up bro hello hello i love you,neither,0
whats up bro hello hello i know,neither,0
ok good whats up bro hello hello i love you,neither,0
now white,neither,0
now white im waiting,neither,0
now im waiting,neither,0
now white im waiting for,neither,0
i drop thank you,neither,0
i didnt hear,neither,0
not on the right side of this warehouse,neither,0
not on the right side of the square house,neither,0
not on right side of this warehouse,neither,0
right side of this warehouse,neither,0
what do you mean,neither,0
what you mean,neither,0
what do you mean 66,neither,0
enemy happy new year,neither,0
happy new year,neither,0
that enemy happy new year,neither,0
aap kaun,neither,0
ghost now,neither,0
seeman green come in,neither,0
seeman green comedian smoke,neither,0
seeman green come in smoke,neither,0
wish you,neither,0
omar wish you,neither,0
om wish you,neither,0
accident shiva,neither,0
accident accident shiva,neither,0
accident he was checking,neither,0
accident he was checking us,neither,0
just chill bus,neither,0
we can make it,neither,0
just repeat that,neither,0
how are you spotify,neither,0
i find playlist spotify,neither,0
how are you i find playlist spotify,neither,0
i find playlist and spotify,neither,0
badge batchman,neither,0
bad batchman,neither,0
batchman today,neither,0
typhoid bad batchman,neither,0
you know you kill only one you know only one you dont kill him only no,neither,0
you know you kill only one you know only one you dont kill him only know,neither,0
you know you kill only one you know only one you dont kill him only know why not too,neither,0
jab why you lender,neither,0
jab why you lender socket,neither,0
jab jab why you lender,neither,0
why you lender,neither,0
jab jab why you lender socket,neither,0
bro a little,neither,0
bro a little killed,neither,0
a little,neither,0
did what about man i wish,neither,0
did this guy,neither,0
did i,neither,0
did what about man i wish i,neither,0
dude what about man i wish,neither,0
i think now,neither,0
i think no,neither,0
search man,neither,0
chennai man,neither,0
oh my god 2014 55,neither,0
oh my god 300045,neither,0
oh my god 3015,neither,0
picture full,neither,0
picture full behind,neither,0
recognitive picture full,neither,0
picture full smoke,neither,0
you want to play with us,neither,0
you want to play with user,neither,0
you want to play,neither,0
unwa ki setting here,neither,0
unwan ki setting here,neither,0
unwa ki i just need setting here,neither,0
setting here,neither,0
strawberry mama,neither,0
oh mama,neither,0
strawberry oh mama,neither,0
mama mama,neither,0
attitude chat performance,neither,0
attitude chat performan,neither,0
attitude for men,neither,0
attitude sad perman,neither,0
oh my god this city,neither,0
oh my god city go to this better,neither,0
oh my god city go to this afternoon,neither,0
oh my god city go to this avoid,neither,0
feeding and accident is this,neither,0
feeding and accident is this you,neither,0
feeding and accident this is you,neither,0
women park,neither,0
women back,neither,0
kidney bra image,neither,0
kidney image,neither,0
kidney bra and we had this in,neither,0
kidney and we had this in,neither,0
can you both oh my god,neither,0
oh my small oh my god,neither,0
can you both oh my small oh my god,neither,0
oh my god you can,neither,0
i would explain experiment,neither,0
i would explain the experiment,neither,0
i would explain,neither,0
if they fixed the bugs allow people to like maybe maybe what do is not not maybe due at the counter strike system,neither,0
if they fixed the bugs allow people to like maybe maybe what do is not ask like maybe due at the counter strike system,neither,0
if they fixed the bulbs allow people to like maybe maybe what do is not not maybe due at the counter strike system,neither,0
if they fixed the bulbs allow people to like maybe maybe what do is not ask like maybe due at the counter strike system,neither,0
not come on a special,neither,0
not come on a special oh my god,neither,0
not come on a special oh my god tell me more jokes please,neither,0
not come on a special thats,neither,0
with hindi in the map,neither,0
with hindi in the map the map,neither,0
hindi in the map,neither,0
with hindi in the map you can actually individually,neither,0
with hindi in the map of visually,neither,0
everybody has a different opinion you know the people,neither,0
has a different opinion you know the people,neither,0
everybody has a different opinion the people,neither,0
everybody has a different opinion you know the big boss,neither,0
you know the people,neither,0
gta roll playing for those that dont like this one,neither,0
ing for those that dont like this one,neither,0
gamesing for those that dont like this one,neither,0
gta roll playinging for those that dont like this one,neither,0
life insurance bro,neither,0
life insurance,neither,0
life insurance ago at bro,neither,0
reason my safe pubg right now,neither,0
reason i say pubg right now,neither,0
eason i say pubg one right now,neither,0
reason my safe pubg and pubg one was so fun and everyone remembers pubg won right now,neither,0
talking about right except this type is surrounding the largest one of the largest selling games of all time ok and everyone,neither,0
talking about right except this type is surrounding the largest what is the largest selling games of all time ok and everyone,neither,0
talking about right except this type is surrounding the largest one of the largest selling games of all time okay and everyone,neither,0
talking about right except this type is surrounding the largest what is the largest selling games of all time okay and everyone,neither,0
right now people who are playing pubg like pubg more than other than the people who said now,neither,0
right now people who are playing pubg like pubg more than other than the people who are the other,neither,0
right now people who are playing pubg like pubg more than other than the people who said pubg,neither,0
people who are playing pubg like pubg more than other than the people who said now,neither,0
right right now people who are playing pubg like pubg more than other than the people who said now,neither,0
dreams appeared,neither,0
dreams appeared like,neither,0
its the call actually,neither,0
its a call,neither,0
its the call saturday,neither,0
ananda how you want,neither,0
ananda how you,neither,0
exam i hate that,neither,0
i hate that,neither,0
because the mean of 24x,neither,0
because the mean of 24,neither,0
because the mean of announce money forx,neither,0
right back here,neither,0
right back okay,neither,0
back here,neither,0
right here,neither,0
like before my walks,neither,0
like before,neither,0
like before my walk,neither,0
because the ministry,neither,0
you have a marriage because,neither,0
you have a marriage,neither,0
i shall i see the car so that are compound,neither,0
see the car so that are compound,neither,0
see the car so there are compound,neither,0
i shall i see the car so that are compound right,neither,0
my house,neither,0
my up my house,neither,0
my up house,neither,0
bikes price,neither,0
bike stride whatever care here,neither,0
bike stride whatever,neither,0
bike stride whatever care,neither,0
magarmacol images,neither,0
baby images,neither,0
magarmacol images get me points,neither,0
magarmacol images get me,neither,0
i am disturbing the guy i need just running in the open the mike madhil,neither,0
i am just showing the guy i need just running in the open the mike madhil,neither,0
imo my phone,neither,0
imo my phone yaar,neither,0
i am on my phone yaar fodi after 130,neither,0
imo my phone yaar fodi after 1 hour 30,neither,0
fine what you mean,neither,0
what mean,neither,0
im done,neither,0
he just 1104 a.m. done,neither,0
he just gyarah shad i am done,neither,0
thank you one,neither,0
thank you have a man one,neither,0
i got,neither,0
my name,neither,0
i am my name,neither,0
the factor,neither,0
the factor always,neither,0
the factor on,neither,0
we started giving up here because,neither,0
how we started giving up here because,neither,0
we started giving up because,neither,0
we start a giving up here because,neither,0
how is starting given,neither,0
one whole something that are there,neither,0
something that are there,neither,0
something tired,neither,0
game last temple,neither,0
like spam last temple,neither,0
i will laughing ever humsafar,neither,0
i will laughing humsafar,neither,0
we have,neither,0
muscat boys i was getting,neither,0
muscat boys and i was getting,neither,0
muscat boys and i was getting hurry,neither,0
boys i was getting,neither,0
hi brother,neither,0
yeah hi brother,neither,0
squad hi brother,neither,0
squad yeah hi brother,neither,0
personal while hi brother,neither,0
man running till day,neither,0
man running,neither,0
running till day,neither,0
man running till the,neither,0
usse naraj ho,neither,0
usse baat,neither,0
usse naraj naraj ho,neither,0
stock in 148,neither,0
stocking 148,neither,0
stock in 14 year,neither,0
stocking 14 year,neither,0
you made,neither,0
put your clinic you made,neither,0
put your clinic,neither,0
is breakfast,neither,0
is bridge,neither,0
is practice,neither,0
backup the good friends,neither,0
pakistan here,neither,0
sample here,neither,0
in the nuts you want to open my calculator,neither,0
in the nuts 16 games you want to open my calculator,neither,0
in the nuts 16 games you want to open my calculator game,neither,0
right next to me,neither,0
right next me,neither,0
next me,neither,0
bible no blacksmith do i have accessive processor,neither,0
bye bro no blacksmith do i have accessive processor,neither,0
bible blacksmith do i have accessive processor,neither,0
actually free,neither,0
actually for you,neither,0
actually free this,neither,0
actually free all the person,neither,0
jay om bread,neither,0
but you enter bread,neither,0
jay ho bread,neither,0
is treasure its table,neither,0
is it treasure its table,neither,0
so here bro,neither,0
reservation all,neither,0
all this,neither,0
bhagya thank you,neither,0
good thank you,neither,0
summer thank you,neither,0
we have no hot sauce and house,neither,0
bhai bhai we have no hot sauce and house,neither,0
bhai we have no hot sauce and house,neither,0
we have no hot sauce and house we have none we have no house,neither,0
we have no hot sauce and house we have no house,neither,0
number love you,neither,0
number love you sweet few,neither,0
no my bro love you,neither,0
no my bro love you sweet few,neither,0
love you,neither,0
i hate you,neither,0
i hate you i said,neither,0
i hate you i still,neither,0
i hate,neither,0
this engineering walls,neither,0
make to see good looking and we back,neither,0
make to see good looking and weback,neither,0
make to see girl tomorrow,neither,0
tom tax,neither,0
no thanks for watching the 48 months,neither,0
no thanks for watching the 48 months 3 months,neither,0
no thanks for watching the 48 months 6 months,neither,0
no thanks for watching the 48 months 3 month,neither,0
water video games now,neither,0
water games now,neither,0
kafi kafi water video games now,neither,0
video games now,neither,0
sb quite crafting session here i will take you next i am in the show was wow,neither,0
sb quiet diya crafting session here i will take you next i am in the show was wow,neither,0
sb quiet diya crafting session here i will take i am in the show was wow,neither,0
sb quite crafting session here i will take you next i am in the show was,neither,0
beach is this besti or this chalk over the next one,neither,0
beach is this besse or this chalk over the next one,neither,0
beach is this besse or just chalk over the next one,neither,0
is this besti or this chalk over the next one,neither,0
this is the branded sports,neither,0
is the branded sports,neither,0
this is the brand sports,neither,0
is the brand sports,neither,0
this is the branded effects,neither,0
bjp bhi smoking like a word you know,neither,0
bjp bhi smoke like a word you know,neither,0
bjp bhi the smoking like a word you know,neither,0
barish in game,neither,0
barish game,neither,0
barish ho in game,neither,0
in game,neither,0
barish ho game,neither,0
add email oh yes,neither,0
kher not,neither,0
we can try to start so bad because,neither,0
we didnt try to start so bad because,neither,0
we can try to start so bad,neither,0
we didnt try to start so bad,neither,0
we can try to starts so bad,neither,0
oh my god my life would be 10 times is here and food to be a winner,neither,0
oh my god my life would be 10 times is here henford to be a winner,neither,0
oh my god i could be 10 times is here and food to be a winner,neither,0
oh my god my life would be 10 times is there and food to be a winner,neither,0
piss next with shipra back no way bros bro how do i keep make in home,neither,0
piss next with shipra back no way bros bro how do i key make in home,neither,0
\piss next with shipra back no way bros bro how do i keep make in house,neither,0
spon next shipra back no way bros bro how do i keep make in home,neither,0
anyway right now bro you suck absolute your worth of man supposed to do this right,neither,0
innova right now bro you suck absolute your worth of man supposed to do this,neither,0
im going a fire,neither,0
im going to like a fire,neither,0
a fire,neither,0
im going a bird,neither,0
but my android,neither,0
but my rod,neither,0
my android,neither,0
my rod,neither,0
section as a bad,neither,0
homemade absolute absolute puppy doo people,neither,0
homemade absolute absolutely,neither,0
homemade absolute absolute puppy dupi poopy,neither,0
homemade absolute absolutely poopy,neither,0
i should make my friend,neither,0
i should make my brother,neither,0
my brother i should make my friend,neither,0
my brother i should make my brother,neither,0
what is temperature is reset mean,neither,0
top is never be found on either no time,neither,0
top is never be found on either crack no time,neither,0
top is never found any there crack no time,neither,0
shipra why am i in windows mirror,neither,0
shipra why am i in windows,neither,0
which reach the love shipra,neither,0
which reach shipra,neither,0
where is the best way,neither,0
where is the best,neither,0
where is my best friend is there,neither,0
other reasons,neither,0
other reason,neither,0
other ways agains,neither,0
other reason goods,neither,0
other ways are goods,neither,0
just want to know about trees,neither,0
just want to trees,neither,0
just want to know about nobody trees,neither,0
know about trees,neither,0
achcha bhai sahab your voice,neither,0
achcha bhai sahab,neither,0
achcha bhai sahab voice,neither,0
sahab your voice,neither,0
treasure my favourite lot of viber,neither,0
treasure my favourite lot of viber im not a treasure viber,neither,0
treasure my favourite,neither,0
treasure my favourite dialogue lot of viber,neither,0
i call you,neither,0
america like,neither,0
lucky bro,neither,0
un lucky bro,neither,0
what is saturday lucky bro,neither,0
okay lucky bro,neither,0
lucky bro my right over here we have,neither,0
diamond absolution,neither,0
diamond show absolution,neither,0
diamond shower absolution,neither,0
oh my deer,neither,0
where is oh my dear,neither,0
where oh my dear,neither,0
in the weather temperature today im sorry for yours very quickly that is your friends actually more facts and right now,neither,0
in the weather temperature today i am sorry for yours very quickly that is your friends actually more facts and right now,neither,0
in the weather temperature for yours very quickly that is your friends actually more facts and right now,neither,0
in the weather temperature today i am sorry very quickly that is your friends actually more facts and right now,neither,0
your son,neither,0
as reference your son,neither,0
private on this weather i am in here,neither,0
private on this weather when negative i am in here,neither,0
pinga g,neither,0
dolphins turn off,neither,0
turn off,neither,0
dolphinsth turn off,neither,0
th turn off,neither,0
dolphinsthy turn off,neither,0
love information,neither,0
love information bellary,neither,0
wow i say maggi,neither,0
wow i see maggi,neither,0
wow maggi,neither,0
can do things,neither,0
can do things or business,neither,0
can do anything or business,neither,0
priya singh is the chief minister,neither,0
priya singh is the chief ministers,neither,0
priya singh is the chief minister chest over here,neither,0
priya singh is the chief ministers all over here,neither,0
i see some love affair,neither,0
i see some love,neither,0
i see some love affairs,neither,0
is it got your charge from when you just cracking bench giri bench give me a there,neither,0
is it got your charge bro when you just cracking bench giri give me a there,neither,0
is it got your charge bro when you just cracking bench giri bench me in there,neither,0
is it got your charge from when you just cracking bench giri give me a there,neither,0
shipra oliver,neither,0
ishiprak oliver,neither,0
ishipract oliver,neither,0
shiprak oliver,neither,0
kaise banate,neither,0
kaise banate my bigger,neither,0
kaise banate my big,neither,0
maybe better over here,neither,0
may be better over here,neither,0
maybe better over here is ok,neither,0
maybe better here,neither,0
shipra getting beaker the ship existing to the moon,neither,0
tino kill man,neither,0
c a n for nothing moment,neither,0
cn for nothing moment,neither,0
c a n nothing moment,neither,0
c a n for moment,neither,0
is a very the good for is bad fathers,neither,0
is a very the good is bad fathers,neither,0
is a very the good for is bad fathers of this,neither,0
is a very the good for is bad father,neither,0
rowdy rathore,neither,0
nothing again manre is the word,neither,0
nothing again man is the word,neither,0
nothing again manre is the word thing,neither,0
nothing again manre is the word is your sister,neither,0
why can i never see the love of anymore just actually,neither,0
why can i never see the love of anymore,neither,0
came from why can i never see the love of anymore just actually,neither,0
cameram why can i never see the love of anymore just actually,neither,0
yes block,neither,0
rain block,neither,0
which kind of leave but be nice okay,neither,0
if you love,neither,0
if you love you,neither,0
if you love you lot,neither,0
if we love,neither,0
okay bash him okay purchase 700 ever seen in my life and another was literally as over,neither,0
okay bash him okay purchase 700 ever seen in my life and neither was literally as,neither,0
okay bash him okay purchase 700 ever seen in my life and neither was literally asked over,neither,0
why this,neither,0
now park and why,neither,0
now park and why is it,neither,0
now park and why please,neither,0
pak vibhajan you watch me look for baby judges,neither,0
pak vibhajan you watch me look for baby judges find a very,neither,0
pak vibhajan you watch me look for baby judges like,neither,0
na natties,neither,0
na na natties,neither,0
na natties piss,neither,0
aao aao,neither,0
pakshata aao aao,neither,0
pakshata ka aao aao,neither,0
i am nothing,neither,0
nothing what am i doing,neither,0
what am i doing,neither,0
why can i get black,neither,0
prayas business,neither,0
prayas business tomorrow,neither,0
business business,neither,0
prayas business for love,neither,0
yes why did express,neither,0
yes why the express,neither,0
thats why the express,neither,0
growth chicken,neither,0
growth chicken need,neither,0
growth chicken needs,neither,0
back on 40 minutes,neither,0
how much time oh my god,neither,0
how much down oh my god,neither,0
nahin oh my god,neither,0
yes yes,neither,0
assam say anything,neither,0
yes yes do you still listen,neither,0
my fortune cookie what you guys think my fortune gile ba good news about i think this sports and cookie this week,neither,0
my fortune cookie guest thing my fortune gile ba good news about i think this sports and cookie this week,neither,0
my fortune cookie guest thing my fortune gile ba good news about this week,neither,0
my fortune cookie what you guys think my fortune gile ba good news about i think this sports this week,neither,0
the time,neither,0
i had it is,neither,0
i had a chess the time,neither,0
what is my brother,neither,0
what is my brothers,neither,0
what of what is my brother,neither,0
what is my brothers and what is it,neither,0
where are you okay,neither,0
where are you okay what thank you god of the story piece,neither,0
where are you okay what thank you sweet,neither,0
where are you okay what thank you when,neither,0
my skin,neither,0
my skin it,neither,0
my skin yeah is fire bro,neither,0
my skin yeah is fire bro it,neither,0
no i said name,neither,0
i said name,neither,0
no i said,neither,0
finish man,neither,0
no browser,neither,0
i think i miss you,neither,0
i think im missing,neither,0
i think im miss you,neither,0
is you,neither,0
dont you want,neither,0
dont you,neither,0
is can i think dont you want,neither,0
big 55 good sheeter game,neither,0
big 55 good sheeter,neither,0
big 55 good sheeter turner,neither,0
pic 55 good sheeter game,neither,0
bro have 40 is 10,neither,0
bro have 40 years 10,neither,0
history first,neither,0
but only,neither,0
history on other,neither,0
office i think,neither,0
extra i think,neither,0
i understand,neither,0
office i understand,neither,0
very funny,neither,0
do it,neither,0
i still,neither,0
i ka sipahi i still,neither,0
i guess i still,neither,0
i guess you i still,neither,0
yo yo,neither,0
happy birthday so much free baby,neither,0
happy birthday for mum so much free baby,neither,0
happy birthday so much,neither,0
happy birthday for mom,neither,0
love your contact,neither,0
love your content,neither,0
nice nice babri,neither,0
nice babri,neither,0
how many years,neither,0
how many,neither,0
from where,neither,0
what is the road,neither,0
what is the role,neither,0
america aishwarya,neither,0
ill talk aishwarya,neither,0
continue aishwarya,neither,0
mission require,neither,0
we should be quiet,neither,0
bhai sahab,neither,0
how much you doing for first,neither,0
how much you doing for first day galaxy,neither,0
how much you think we need for first,neither,0
how much you doing for first one,neither,0
all of everything in my life,neither,0
all of everything my life,neither,0
all of everything,neither,0
all of everything and you in my life,neither,0
all of everything my,neither,0
yeah yes bro,neither,0
yes yes bro,neither,0
we have one place,neither,0
hello there we have one place,neither,0
we have one really close on that place,neither,0
hello we have one really close on that place,neither,0
jay ram madina,neither,0
jay ram ka madina,neither,0
how you,neither,0
get user,neither,0
get us,neither,0
a backwardser,neither,0
happy birthday,neither,0
remove everyone,neither,0
im here now here thank you,neither,0
okay thank you so much numbers,neither,0
okay thank you numbers,neither,0
i was first,neither,0
i was,neither,0
i was first in,neither,0
the boss,neither,0
runner games,neither,0
we should we should umbrellas,neither,0
we should umbrellas,neither,0
we should umbrella,neither,0
we should we should umbrella stop,neither,0
game minecraft,neither,0
game minecraft sandeep,neither,0
game minecraft i dont know why,neither,0
game minecraft i dont know,neither,0
pressure is the charger,neither,0
pressure is in the treasure,neither,0
pressure is the treasure,neither,0
this my government brother relax brokers,neither,0
this my government brother relax bro,neither,0
this my government brother relax,neither,0
is my girlfriend brother relax brokers,neither,0
hey bro this ocean 4 is absolution,neither,0
hey bro this ocean 4 is absolutions,neither,0
bro this ocean 4 is absolution,neither,0
hey bro this ocean 4 is absolution give me a lot of the century,neither,0
hey bro is absolution,neither,0
your work of worker,neither,0
your work off worker,neither,0
your work of work or bath mysore weather,neither,0
your work off work or bath mysore weather,neither,0
your worth of worker,neither,0
pocket 7,neither,0
pocket 7 minute,neither,0
pocket seven,neither,0
pocket seven minute,neither,0
is your love interest,neither,0
is your love insurance,neither,0
is your love better weather interest,neither,0
right right,neither,0
this is why is your right right,neither,0
this is right right,neither,0
this is here right right,neither,0
this is your right right,neither,0
why you can mother,neither,0
why you can mothers,neither,0
why why you can mother,neither,0
it is possible things happen we would never now the scene,neither,0
it is possible things happen we would never know the scene,neither,0
it is possible things never now the scene,neither,0
it is possible things the scene,neither,0
baby ko complete above beautiful i was like that thing,neither,0
baby ko complete a bow beautiful i was like that thing,neither,0
baby ko complete above beautiful i was like that,neither,0
baby ko complete a bow beautiful i was like that,neither,0
baby ko complete above i was like that thing,neither,0
oh nice,neither,0
this is the boy oh nice,neither,0
this is the boy,neither,0
what is this house,neither,0
what is this way,neither,0
what is this what housing,neither,0
how is it right its not anushka,neither,0
how is it right its not anushka sharma,neither,0
how is it right its not anushka what is up,neither,0
how is it right its not anushka what is,neither,0
im so confused,neither,0
kya im so confused,neither,0
han kya im so confused,neither,0
how are you princess,neither,0
oh my baby,neither,0
how you princess,neither,0
bhojpuri video,neither,0
bhojpuri video song,neither,0
video song,neither,0
aushadh badar parking game,neither,0
aushadh badar parking game for girl,neither,0
aushadh badar parking,neither,0
bro again everything,neither,0
bro again more everything,neither,0
bro again can you everything,neither,0
bro again can you i can everything,neither,0
gone here dont waste in here is the sparrow here where are the cone easy that was you my relaxing lava its came no way,neither,0
gone here dont waste in here is the sparrow here where are the cone easy that was you my relaxing lava its came now,neither,0
gone here dont waste in here is the sparrow here where are the cone easy that was my relaxing lava its came no way,neither,0
gone here dont waste in here is the sparrow here wherever the code easy that was you my relaxing lava its came no way,neither,0
open up pro stop,neither,0
open pro stop,neither,0
pro stop,neither,0
open up stop,neither,0
open up prostate,neither,0
boom shipra,neither,0
whats the weather,neither,0
biggest shipra,neither,0
gown magma,neither,0
i dont think this is very thing,neither,0
i dont think this is very no more music,neither,0
i dont think this is very love him thing,neither,0
i dont think this is very love thing,neither,0
please i just open,neither,0
please i just,neither,0
open up,neither,0
actually bad charger,neither,0
go speed youtube magma,neither,0
go speed youtube,neither,0
girls magma,neither,0
smile memory setting,neither,0
find some help in this phone,neither,0
in this phone,neither,0
great scene find some help in this phone,neither,0
great scene in this phone,neither,0
exercise find some help in this phone,neither,0
hola home home easy stand raj acquired lemon,neither,0
home home easy stand raaz acquired lemon,neither,0
hola home home easy stand raaz acquired lemon,neither,0
home home acquired lemon,neither,0
what character $1066,neither,0
heart tractor,neither,0
what character $1066 if you want it,neither,0
heart tractor if you want it,neither,0
what character $1066 if you want,neither,0
which baby,neither,0
how would back cover,neither,0
how to dhaka,neither,0
painfulness how would back cover,neither,0
painful how would back cover,neither,0
paras major,neither,0
bachelor major,neither,0
the first,neither,0
the first now,neither,0
the first too much,neither,0
the first shift,neither,0
the first too much now,neither,0
what happen some over,neither,0
what happen some over here,neither,0
what happened some over here,neither,0
what happen,neither,0
tumhen chahte hain bus information,neither,0
tumhen nahin chahte hain bus information,neither,0
tumhen nahin chahte bus information,neither,0
tumhen nahin chahte hain,neither,0
happy new year jokes,neither,0
happy new year jokes now,neither,0
sorry on my video,neither,0
sorry all my video,neither,0
sorry all my,neither,0
sorry on my country,neither,0
man mujhse timing what is your job and i will jump out,neither,0
man mujhse timing what is your job and you,neither,0
man mujhse timing what is your job and,neither,0
man mujhse timing what is your job and job,neither,0
you coming man,neither,0
you coming,neither,0
coming man,neither,0
all university,neither,0
all inverter,neither,0
all inverse,neither,0
what is the timing now,neither,0
who is the timing now everything,neither,0
what is the timing now everything,neither,0
who is this timing now everything,neither,0
okay now,neither,0
okay how,neither,0
i can have,neither,0
okay now so where are you,neither,0
your anything i thought it is for like even have a second just second and second husband,neither,0
your anything i thought it is for like even have a second to sporting and securities husband,neither,0
your anything i thought it is for like even have a second to sporting and secured me husband,neither,0
your anything i thought it is for like even have a second just second hand sick your way husband,neither,0
jaan every,neither,0
jaan every thing,neither,0
noise from you need to search,neither,0
noise from you meet to church the quote,neither,0
hello like your service,neither,0
running hello like your service,neither,0
like your service,neither,0
watching hello like your service,neither,0
what happens hello like your service,neither,0
hello whats the post office material game,neither,0
hello whats the post office material,neither,0
i love for service material game,neither,0
hello whats the post office game,neither,0
hello whats the post office material game for 5 minutes,neither,0
something really,neither,0
everything something,neither,0
im fine also everything something,neither,0
you dont play minecraft,neither,0
minecraft what is islam,neither,0
minecraft what is this,neither,0
this company manager,neither,0
is company manager,neither,0
this company manager im in everyday,neither,0
this company manager i am in everyday,neither,0
company manager,neither,0
thank you was when sharing his started on that way one minute game,neither,0
thank you was when sharing his started on that waysis like one minute game,neither,0
thank you was when sharing his started that way one minute game,neither,0
thank you was when sharing his started that waysis like one minute game,neither,0
tere bina video,neither,0
tere bina,neither,0
mere gaon,neither,0
so nice,neither,0
so nice english,neither,0
nice english,neither,0
first time university,neither,0
first time university for,neither,0
first time university for for 1 minute game,neither,0
first time university game,neither,0
amazing being a fountain multibain.com name,neither,0
amazing being a fountain multibawin.com name,neither,0
amazing being a fountain from name,neither,0
amazing being a fountain,neither,0
media science,neither,0
making t-shirt,neither,0
i was informed when wi-fi,neither,0
bearings you are,neither,0
bearings for,neither,0
bearing nose things,neither,0
bearings you,neither,0
another day,neither,0
strong snake,neither,0
strong snake is the cotton,neither,0
reason snake,neither,0
whats wrong you dont oh no,neither,0
whats the running around oh no,neither,0
whats the running a down oh no,neither,0
whats the running at on oh no,neither,0
you more,neither,0
happy more,neither,0
tell me you okay,neither,0
tell me okay,neither,0
tell me you okay now,neither,0
one human game,neither,0
human game,neither,0
really we get one human game,neither,0
aishwarya actually,neither,0
actually game,neither,0
i want to search,neither,0
i want to answer,neither,0
i want to answer join,neither,0
another games,neither,0
another game,neither,0
chemistry knowledge this is not even diamond,neither,0
chemistry knowledge,neither,0
chemistry college this is not even diamond,neither,0
chemistry college,neither,0
this is not even diamond,neither,0
kundan diamond one,neither,0
diamond one,neither,0
kundan diamond,neither,0
thank you friends,neither,0
thank you fun and anurag,neither,0
i was there something,neither,0
i was there something something,neither,0
ravi camp i was there something,neither,0
ravi camp i was there something something,neither,0
i was there we can find here something,neither,0
you really hate you did you have to know,neither,0
you really hate you came dont you do you have to know,neither,0
send you really hate you did you have to know,neither,0
